brand,model,scope,class,rule,units_total,units_last_12m,first_seen,last_seen
TOYOTA,HILUX 4X2 DC SR 2.4 TDI 6 MT HAR,Pickups,ICE,default-ice,624,4,2024-08,2026-01
TOYOTA,HILUX 4X2 DC SRV 2.8 TDI 6 AT,Pickups,ICE,default-ice,6952,1157,2020-11,2026-08
TOYOTA,HILUX 4X2 DC SRV 2.8 TDI 6 AT HAR,Pickups,ICE,default-ice,461,5,2024-08,2026-02
TOYOTA,HILUX 4X2 DC SRV 2.8 TDI 6 MT,Pickups,ICE,default-ice,3919,2,2020-11,2025-09
TOYOTA,HILUX 4X2 DC SRV PACK 2.8 TDI 6 AT,Pickups,ICE,default-ice,13,0,2022-12,2022-12
TOYOTA,HILUX 4X2 DC SRX 2.8 TDI 6 AT,Pickups,ICE,default-ice,5300,582,2020-11,2026-08
TOYOTA,HILUX 4X2 DC SRX 2.8 TDI 6 MT,Pickups,ICE,default-ice,1,0,2022-03,2022-03
TOYOTA,HILUX 4X4,Pickups,ICE,default-ice,1,0,2018-04,2018-04
TOYOTA,HILUX 4X4 (CABINA DOBLE),Pickups,ICE,default-ice,1,0,2022-08,2022-08
TOYOTA,HILUX 4X4 C/D DX PACK ELECTRICO 2.5 TDI - C3,Pickups,ICE,ice-hilux-pack-electrico,24,0,2018-01,2025-02
TOYOTA,HILUX 4X4 C/D SR 3.0 TDI - C3,Pickups,ICE,default-ice,3,0,2018-03,2022-11
TOYOTA,HILUX 4X4 C/D SRV 3.0 TDI - A3,Pickups,ICE,default-ice,9,0,2018-01,2023-11
TOYOTA,HILUX 4X4 C/D SRV 3.0 TDI 5AT CUERO - A4,Pickups,ICE,default-ice,11,0,2018-01,2025-02
TOYOTA,HILUX 4X4 C/D SRV 3.0 TDI CUERO - E4,Pickups,ICE,default-ice,10,1,2018-01,2026-04
TOYOTA,HILUX 4X4 C/S DX 2.4 TDI 6 M/T,Pickups,ICE,default-ice,3461,0,2018-01,2023-10
TOYOTA,HILUX 4X4 C/S DX PACK 2.5 TDI - I3,Pickups,ICE,default-ice,1,0,2019-05,2019-05
TOYOTA,HILUX 4X4 CABINA DOBLE DX PACK 2.5 TDI,Pickups,ICE,default-ice,2,0,2019-11,2022-09
TOYOTA,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI,Pickups,ICE,default-ice,4,0,2018-08,2024-07
TOYOTA,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI 5 A/T C/CUERO,Pickups,ICE,default-ice,2,0,2018-01,2019-02
TOYOTA,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI C/CUERO,Pickups,ICE,default-ice,2,0,2019-04,2023-11
TOYOTA,HILUX 4X4 CABINA DOBLE SRV 3.0 TDI C/CUERO,Whole,ICE,default-ice,1,0,2019-04,2019-04
TOYOTA,HILUX 4X4 CABINA SIMPLE DX 2.5 TD,Pickups,ICE,default-ice,2,0,2018-12,2021-07
TOYOTA,HILUX 4X4 CS DX 2.4 TDI 6 MT,Pickups,ICE,default-ice,7413,1358,2020-11,2026-08
TOYOTA,HILUX 4X4 CS DX 2.4 TDI 6 MT HAR,Pickups,ICE,default-ice,311,0,2024-07,2025-06
TOYOTA,HILUX 4X4 D/C DX 2.4 TDI 6 M/T,Pickups,ICE,default-ice,13306,0,2018-01,2025-06
TOYOTA,HILUX 4X4 D/C GR-S 2.8 TDI 6 A/T,Pickups,ICE,default-ice,368,0,2019-01,2022-05
TOYOTA,HILUX 4X4 D/C GR-S 2.8 TDI 6 M/T,Pickups,ICE,default-ice,133,0,2018-12,2022-02
TOYOTA,HILUX 4X4 D/C GR-S II 2.8 TDI 6 A/T,Pickups,ICE,default-ice,66,0,2020-03,2021-05
TOYOTA,HILUX 4X4 D/C GR-S II 2.8 TDI 6 M/T,Pickups,ICE,default-ice,19,0,2020-06,2021-02
TOYOTA,HILUX 4X4 D/C GR-S II V6 VVTI 6 A/T,Pickups,ICE,default-ice,469,0,2020-01,2022-11
TOYOTA,HILUX 4X4 D/C LIMITED 2.8 TDI 6 A/T,Pickups,ICE,default-ice,559,0,2018-01,2024-04
TOYOTA,HILUX 4X4 D/C LIMITED 2.8 TDI 6 M/T,Pickups,ICE,default-ice,384,0,2018-01,2024-03
TOYOTA,HILUX 4X4 D/C SR 2.4 TDI 6 M/T,Pickups,ICE,default-ice,1,0,2021-03,2021-03
TOYOTA,HILUX 4X4 D/C SR 2.8 TDI 6 M/T,Pickups,ICE,default-ice,6900,2,2018-01,2026-03
TOYOTA,HILUX 4X4 D/C SRV 2.8 TDI 6 A/T,Pickups,ICE,default-ice,3459,1,2018-01,2025-09
TOYOTA,HILUX 4X4 D/C SRV 2.8 TDI 6 M/T,Pickups,ICE,default-ice,4226,6,2018-01,2026-07
TOYOTA,HILUX 4X4 D/C SRX 2.8 TDI 6 A/T,Pickups,ICE,default-ice,6796,1,2018-01,2026-01
TOYOTA,HILUX 4X4 D/C SRX 2.8 TDI 6 M/T,Pickups,ICE,default-ice,3635,4,2018-01,2026-08
TOYOTA,HILUX 4X4 DC CONQUEST 2.8 TDI 6 AT,Pickups,ICE,default-ice,518,0,2022-12,2025-03
TOYOTA,HILUX 4X4 DC DX 2.4 TDI 6 AT,Pickups,ICE,default-ice,3346,2553,2024-12,2026-08
TOYOTA,HILUX 4X4 DC DX 2.4 TDI 6 MT,Pickups,ICE,default-ice,26444,4668,2020-11,2026-08
TOYOTA,HILUX 4X4 DC DX 2.4 TDI 6 MT HAR,Pickups,ICE,default-ice,2765,34,2024-07,2026-08
TOYOTA,HILUX 4X4 DC GR-S III 2.8 TDI 6 AT,Pickups,ICE,default-ice,781,2,2021-12,2026-03
TOYOTA,HILUX 4X4 DC GR-SPORT IV 2.8 TDI 6 AT,Pickups,ICE,default-ice,4192,1731,2023-03,2026-08
TOYOTA,HILUX 4X4 DC GR-SPORT IV 2.8 TDI 6 AT HAR,Pickups,ICE,default-ice,299,0,2024-07,2025-05
TOYOTA,HILUX 4X4 DC SR 2.8 TDI 6 AT,Pickups,ICE,default-ice,4787,1948,2022-12,2026-08
TOYOTA,HILUX 4X4 DC SR 2.8 TDI 6 AT HAR,Pickups,ICE,default-ice,487,27,2024-08,2026-04
TOYOTA,HILUX 4X4 DC SR 2.8 TDI 6 MT,Pickups,ICE,default-ice,11205,1730,2020-11,2026-08
TOYOTA,HILUX 4X4 DC SR 2.8 TDI 6 MT HAR,Pickups,ICE,default-ice,600,31,2024-08,2026-06
TOYOTA,HILUX 4X4 DC SRV 2.8 TDI 6 AT,Pickups,ICE,default-ice,8847,781,2020-11,2026-08
TOYOTA,HILUX 4X4 DC SRV 2.8 TDI 6 AT HAR,Pickups,ICE,default-ice,558,16,2024-08,2026-08
TOYOTA,HILUX 4X4 DC SRV 2.8 TDI 6 MT,Pickups,ICE,default-ice,5621,17,2020-11,2026-08
TOYOTA,HILUX 4X4 DC SRV 2.8 TDI 6 MT HAR,Pickups,ICE,default-ice,497,17,2024-08,2026-06
TOYOTA,HILUX 4X4 DC SRV+ 2.8 TDI 6 AT,Pickups,ICE,default-ice,1326,1181,2025-04,2026-08
TOYOTA,HILUX 4X4 DC SRX 2.8 TDI 6 AT,Pickups,ICE,default-ice,21680,3639,2020-11,2026-08
TOYOTA,HILUX 4X4 DC SRX 2.8 TDI 6 AT HAR,Pickups,ICE,default-ice,1405,18,2024-08,2026-08
TOYOTA,HILUX 4X4 DC SRX 2.8 TDI 6 MT,Pickups,ICE,default-ice,2722,0,2020-11,2025-01
TOYOTA,HILUX 4X4 SRV LIMITED,Pickups,ICE,default-ice,2,0,2018-04,2019-05
TOYOTA,HILUX 4X4 SRV LIMITED AT,Pickups,ICE,default-ice,2,0,2018-06,2018-09
TOYOTA,HILUX DX 2.4 4X4,Pickups,ICE,default-ice,1,0,2022-12,2022-12
TOYOTA,HILUX SR5,Pickups,ICE,default-ice,1,0,2024-10,2024-10
TOYOTA,HILUX SW4,Whole,ICE,default-ice,2,0,2020-03,2020-08
TOYOTA,HILUX SW4 4X4 SRV 3.0 TDI A/T C/CUERO,Whole,ICE,default-ice,2,0,2018-10,2023-11
TOYOTA,HILUX SW4 4X4 SRV 3.0 TDI C/CUERO,Whole,ICE,default-ice,1,0,2019-12,2019-12
TOYOTA,INNOVA SR 2.7 NAFTA 6 A/T 8A,Whole,ICE,default-ice,79,0,2018-01,2020-09
TOYOTA,INNOVA SRV 2.7 NAFTA 6 A/T 8A,Whole,ICE,default-ice,1173,0,2018-01,2022-02
TOYOTA,LAND CRUISER,Pickups,ICE,default-ice,1,1,2026-04,2026-04
TOYOTA,LAND CRUISER,Whole,ICE,default-ice,4,0,2018-05,2024-08
TOYOTA,LAND CRUISER 200 VX,Whole,ICE,default-ice,92,0,2018-01,2021-08
TOYOTA,LAND CRUISER 300 GR-S,Whole,ICE,default-ice,2,1,2022-01,2026-04
TOYOTA,LAND CRUISER 300 VX,Whole,ICE,default-ice,154,123,2021-11,2026-08
TOYOTA,LAND CRUISER 4WD FULL TIME,Whole,ICE,default-ice,2,0,2018-08,2024-03
TOYOTA,LAND CRUISER FZJ80,Whole,ICE,default-ice,2,0,2024-12,2025-02
TOYOTA,LAND CRUISER PRADO 2.7 A/T,Whole,ICE,default-ice,1,1,2026-08,2026-08
TOYOTA,LAND CRUISER PRADO TXL AT,Whole,ICE,default-ice,3,0,2018-02,2021-01
TOYOTA,LAND CRUISER PRADO VX A/T,Whole,ICE,default-ice,165,1,2018-01,2025-10
TOYOTA,LAND CRUISER VX,Whole,ICE,default-ice,1,0,2022-01,2022-01
TOYOTA,LAND CRUISER VXR TWIN TURBO,Whole,ICE,default-ice,1,0,2025-07,2025-07
TOYOTA,MATRIX,Whole,ICE,default-ice,3,0,2018-08,2019-08
TOYOTA,NEW RAV4 2.0,Whole,ICE,default-ice,2,0,2018-03,2020-06
TOYOTA,NUEVA RAV4 HEV 2.5 AWD LTD,Whole,HEV,hev-token,217,217,2026-06,2026-08
TOYOTA,NUEVA RAV4 PHEV 2.5 AWD GR-S,Whole,PHEV,phev-token,11,11,2026-06,2026-08
TOYOTA,NUEVA RAV4 PHEV 2.5 AWD XSE,Whole,PHEV,phev-token,29,29,2026-06,2026-08
TOYOTA,PRIUS 1.8 CVT,Whole,HEV,hev-toyota-hv,646,0,2018-01,2021-05
TOYOTA,PRIUS C,Whole,HEV,hev-toyota-hv,2,0,2021-08,2024-10
TOYOTA,PRIUS HV 1.8 CVT,Whole,HEV,hev-toyota-hv,70,0,2019-07,2021-08
TOYOTA,RAIZE 1.2 MT,Whole,ICE,default-ice,1,0,2024-01,2024-01
TOYOTA,RAUM,Whole,ICE,default-ice,1,0,2019-07,2019-07
TOYOTA,RAV 4,Whole,ICE,default-ice,24,3,2018-01,2026-05
TOYOTA,RAV 4 2.0 AUT,Whole,ICE,default-ice,2,2,2026-01,2026-08
TOYOTA,RAV 4 2.4 2WD,Whole,ICE,default-ice,1,0,2019-12,2019-12
TOYOTA,RAV 4 2.4 AT,Whole,ICE,default-ice,5,0,2018-04,2018-12
TOYOTA,RAV 4 D-4D,Whole,ICE,default-ice,2,0,2018-09,2020-09
TOYOTA,RAV 4 LE SPORT,Whole,ICE,default-ice,1,0,2019-12,2019-12
TOYOTA,RAV 4 SPORT,Whole,ICE,default-ice,1,0,2022-11,2022-11
TOYOTA,RAV 4 SPORT 4WD V6,Whole,ICE,default-ice,1,0,2022-08,2022-08
TOYOTA,RAV4 2.0 4X2,Whole,ICE,default-ice,2,0,2020-01,2025-08
TOYOTA,RAV4 2.0 L,Whole,ICE,default-ice,3,1,2018-02,2026-01
TOYOTA,RAV4 2.5 AUT.,Whole,ICE,default-ice,5,3,2024-05,2026-07
TOYOTA,RAV4 4WD LIMITED V6,Whole,ICE,default-ice,1,0,2019-05,2019-05
TOYOTA,RAV4 4X2 A/T,Whole,ICE,default-ice,2,1,2018-02,2026-08
TOYOTA,RAV4 4X2 CVT,Whole,ICE,default-ice,1,0,2019-08,2019-08
TOYOTA,RAV4 4X2 CVT FULL,Whole,ICE,default-ice,1,0,2018-06,2018-06
TOYOTA,RAV4 4X2 TX,Whole,ICE,default-ice,87,0,2018-01,2019-07
TOYOTA,RAV4 4X2 VX,Whole,ICE,default-ice,1049,0,2018-01,2020-12
TOYOTA,RAV4 4X4 6A/T,Whole,ICE,default-ice,2,0,2018-04,2018-05
TOYOTA,RAV4 4X4 A/T,Whole,ICE,default-ice,5,1,2018-06,2026-07
TOYOTA,RAV4 4X4 TX,Whole,ICE,default-ice,1,0,2018-08,2018-08
TOYOTA,RAV4 4X4 VX,Whole,ICE,default-ice,817,0,2018-01,2020-10
TOYOTA,RAV4 D-CAT,Whole,ICE,default-ice,1,0,2018-06,2018-06
TOYOTA,RAV4 HEV 2.5 AWD LIMITED CVT,Whole,HEV,hev-token,1257,691,2022-05,2026-08
TOYOTA,RAV4 HV 2.5 AWD LIMITED CVT,Whole,HEV,hev-toyota-hv,1197,0,2019-06,2023-03
TOYOTA,RAV4 HV 2.5 LIMITED CVT,Whole,HEV,hev-toyota-hv,1142,0,2019-05,2022-01
TOYOTA,RAV4 HV 2.5 XLE CVT,Whole,HEV,hev-toyota-hv,360,0,2019-06,2022-08
TOYOTA,RAV4 HYBRID 2.5,Whole,HEV,hev-token,2,1,2023-03,2026-08
TOYOTA,RAV4 LIMITED HYBRID AWD,Whole,HEV,hev-token,1,0,2025-06,2025-06
TOYOTA,RAV4 PHEV 2.5 LIMITED ECVT,Whole,PHEV,phev-token,5,0,2023-09,2024-04
TOYOTA,RAV4 XLE,Whole,ICE,default-ice,3,0,2018-10,2021-03
TOYOTA,RUSH,Whole,ICE,default-ice,1,0,2020-07,2020-07
TOYOTA,SIENNA,Whole,ICE,default-ice,2,1,2018-10,2026-06
TOYOTA,SIENNA CE,Whole,ICE,default-ice,2,0,2019-02,2022-11
TOYOTA,SIENNA LE,Whole,ICE,default-ice,1,0,2019-02,2019-02
TOYOTA,SIENNA XLE,Whole,ICE,default-ice,1,0,2021-01,2021-01
TOYOTA,SIENNA XLE HYBRID 2.5,Whole,HEV,hev-token,1,1,2026-08,2026-08
TOYOTA,SUPRA GR,Whole,ICE,default-ice,1,0,2021-03,2021-03
TOYOTA,SUPRA TURBO,Whole,ICE,default-ice,1,1,2026-08,2026-08
TOYOTA,SW4 4X2 SR 2.7 NAFTA 6A/T 7A,Whole,ICE,default-ice,1,0,2021-05,2021-05
TOYOTA,SW4 4X2 SRV 2.7 VVTI 4AT CUERO 7 PAX - C4,Whole,ICE,default-ice,2,1,2023-11,2025-12
TOYOTA,SW4 4X4 DIAMOND 2.8 TDI 6 A/T 7A,Whole,ICE,default-ice,127,0,2018-04,2023-10
TOYOTA,SW4 4X4 DIAMOND II 2.8 TDI 6 AT 7A,Whole,ICE,default-ice,4091,1355,2021-11,2026-08
TOYOTA,SW4 4X4 DIAMOND II 2.8 TDI 6 AT 7A HAR,Whole,ICE,default-ice,866,4,2023-05,2026-06
TOYOTA,SW4 4X4 GR-S 2.8 TDI 6 AT 7A,Whole,ICE,default-ice,682,0,2021-11,2023-09
TOYOTA,SW4 4X4 GR-SPORT 2.8 TDI 6 AT 7A,Whole,ICE,default-ice,2018,979,2023-11,2026-08
TOYOTA,SW4 4X4 GR-SPORT 2.8 TDI 6 AT 7A HAR,Whole,ICE,default-ice,525,1,2023-05,2026-08
TOYOTA,SW4 4X4 SR 2.8 TDI 6 AT 5A,Whole,ICE,default-ice,247,0,2020-11,2023-06
TOYOTA,SW4 4X4 SR 2.8 TDI 6A/T 5A,Whole,ICE,default-ice,334,0,2019-07,2022-04
TOYOTA,SW4 4X4 SR 2.8 TDI 6M/T 5A,Whole,ICE,default-ice,314,0,2018-01,2024-11
TOYOTA,SW4 4X4 SRV 3.0 TDI - C3,Whole,ICE,default-ice,1,0,2018-12,2018-12
TOYOTA,SW4 4X4 SRV 3.0 TDI 5AT CUERO - A4,Whole,ICE,default-ice,8,0,2018-02,2022-10
TOYOTA,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,Whole,ICE,default-ice,8869,2,2018-01,2025-10
TOYOTA,SW4 4X4 SRX 2.8 TDI 6 AT 7A,Whole,ICE,default-ice,17335,2459,2020-11,2026-08
TOYOTA,SW4 4X4 SRX 2.8 TDI 6 AT 7A HAR,Whole,ICE,default-ice,3712,17,2023-04,2026-07
TOYOTA,SW4 4X4 SRX 2.8 TDI 6 M/T 7A,Whole,ICE,default-ice,869,0,2018-01,2023-12
TOYOTA,SW4 4X4 SRX 2.8 TDI 6 MT 7A,Whole,ICE,default-ice,299,0,2020-11,2024-05
TOYOTA,SW4 SRX,Whole,ICE,default-ice,1,0,2025-01,2025-01
TOYOTA,T100,Pickups,ICE,default-ice,2,0,2021-02,2025-02
TOYOTA,TACOMA 4X4,Pickups,ICE,default-ice,1,0,2020-11,2020-11
TOYOTA,TACOMA IFORCE MAX TRAILHUNTER,Pickups,ICE,default-ice,1,1,2026-08,2026-08
TOYOTA,TUNDRA,Pickups,ICE,default-ice,1,0,2024-04,2024-04
TOYOTA,TUNDRA HYBRID CAPSTONE,Pickups,HEV,hev-token,2,2,2026-02,2026-07
TOYOTA,TUNDRA SR5,Pickups,ICE,default-ice,2,0,2021-04,2022-12
TOYOTA,YARIS,Whole,ICE,default-ice,5,4,2018-04,2026-07
TOYOTA,YARIS 5M / T,Whole,ICE,default-ice,1,0,2018-01,2018-01
TOYOTA,YARIS CROSS SEG 1.5 CVT,Whole,ICE,default-ice,1369,1369,2025-12,2026-08
TOYOTA,YARIS CROSS SEG HEV 1.5 ECVT,Whole,HEV,hev-token,2327,2327,2025-12,2026-08
TOYOTA,YARIS CROSS XEI 1.5 CVT,Whole,ICE,default-ice,1299,1299,2026-02,2026-08
TOYOTA,YARIS CROSS XEI HEV 1.5 ECVT,Whole,HEV,hev-token,1307,1307,2025-12,2026-08
TOYOTA,YARIS CROSS XLI 1.5 CVT,Whole,ICE,default-ice,1191,1191,2026-02,2026-08
TOYOTA,YARIS CVT,Whole,ICE,default-ice,646,0,2018-01,2020-10
TOYOTA,YARIS GLE SPORT,Whole,ICE,default-ice,1,0,2021-02,2021-02
TOYOTA,YARIS HB 1.5 AUTO,Whole,ICE,default-ice,1,1,2026-07,2026-07
TOYOTA,YARIS HYBRID,Whole,HEV,hev-token,1,1,2026-04,2026-04
TOYOTA,YARIS S 1.5 6M/T,Whole,ICE,default-ice,1363,0,2018-09,2021-06
TOYOTA,YARIS S 1.5 CVT,Whole,ICE,default-ice,27985,5103,2018-09,2026-08
TOYOTA,YARIS SE,Whole,ICE,default-ice,1,0,2021-05,2021-05
TOYOTA,YARIS XLI 1.5,Whole,ICE,default-ice,1,0,2025-06,2025-06
TOYOTA,YARIS XLI SPORT 1.3,Whole,ICE,default-ice,1,0,2018-08,2018-08
TOYOTA,YARIS XLS 1.5 6M/T,Whole,ICE,default-ice,19053,8,2018-09,2026-03
TOYOTA,YARIS XLS 1.5 CVT,Whole,ICE,default-ice,13330,7,2020-07,2026-05
TOYOTA,YARIS XLS PACK 1.5 CVT,Whole,ICE,default-ice,13697,6,2018-09,2026-04
TOYOTA,YARIS XLS+ 1.5 CVT 5P,Whole,ICE,default-ice,10915,5062,2024-12,2026-08
TOYOTA,YARIS XS 1.5 6M/T,Whole,ICE,default-ice,11301,8,2018-09,2026-06
TOYOTA,YARIS XS 1.5 CVT,Whole,ICE,default-ice,16198,5126,2023-11,2026-08
TOYOTA,YARIS XS AUDIO 1.5 6M/T,Whole,ICE,default-ice,809,0,2021-03,2022-06
TRIUMPH,TR-2,Whole,ICE,default-ice,2,0,2019-01,2020-11
TRIUMPH,TR-3,Whole,ICE,default-ice,11,2,2018-03,2026-08
TRIUMPH,TR-6,Whole,ICE,default-ice,4,1,2019-11,2026-04
TRIUMPH,TR3,Whole,ICE,default-ice,5,0,2019-10,2021-05
TRIUMPH,TR3 A,Whole,ICE,default-ice,2,0,2019-08,2021-03
TRIUMPH,TR3B,Whole,ICE,default-ice,1,0,2019-09,2019-09
TRIUMPH,TR4,Whole,ICE,default-ice,2,0,2018-04,2021-11
TRIUMPH,TR4A,Whole,ICE,default-ice,1,0,2019-08,2019-08
TRIUMPH,TR4A IRS,Whole,ICE,default-ice,1,0,2020-08,2020-08
UMM,B11G1LU,Whole,ICE,default-ice,1,0,2018-09,2018-09
VOLKSWAGEN,AMAROK 2.0L TDI 122 CV 4X2 949,Pickups,ICE,default-ice,1,0,2022-07,2022-07
VOLKSWAGEN,AMAROK 2.0L TDI 122 CV 4X2 S22,Pickups,ICE,default-ice,1,0,2021-10,2021-10
VOLKSWAGEN,AMAROK 2.0L TDI 122 CV 4X4 093,Pickups,ICE,default-ice,2,0,2020-08,2020-08
VOLKSWAGEN,AMAROK 2.0L TDI 140 CV 4X2 066,Pickups,ICE,default-ice,2,0,2018-01,2019-05
VOLKSWAGEN,AMAROK 2.0L TDI 140 CV 4X2 348,Pickups,ICE,default-ice,23,0,2018-01,2022-06
VOLKSWAGEN,AMAROK 2.0L TDI 140 CV 4X2 870,Pickups,ICE,default-ice,3,0,2018-02,2022-02
VOLKSWAGEN,AMAROK 2.0L TDI 140 CV 4X4 636,Pickups,ICE,default-ice,1,0,2019-08,2019-08
VOLKSWAGEN,AMAROK 2.0L TDI 140 CV 4X4 874,Pickups,ICE,default-ice,1,0,2019-05,2019-05
VOLKSWAGEN,AMAROK 2.0L TDI 140CV 4X2 082,Pickups,ICE,default-ice,1,0,2019-01,2019-01
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 019,Pickups,ICE,default-ice,2,0,2018-05,2019-05
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 147,Pickups,ICE,default-ice,1,0,2018-05,2018-05
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 270,Pickups,ICE,default-ice,1,0,2018-09,2018-09
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 404,Pickups,ICE,default-ice,1,0,2019-07,2019-07
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 464,Pickups,ICE,default-ice,1,1,2026-08,2026-08
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 518,Pickups,ICE,default-ice,1,0,2018-07,2018-07
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 554,Pickups,ICE,default-ice,5,0,2018-01,2018-11
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 665,Pickups,ICE,default-ice,1,0,2018-08,2018-08
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 668,Pickups,ICE,default-ice,3,0,2018-01,2018-05
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 748,Pickups,ICE,default-ice,1,0,2020-06,2020-06
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 909,Pickups,ICE,default-ice,5,0,2018-10,2021-01
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 916,Pickups,ICE,default-ice,2,0,2018-01,2023-04
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X2 999,Pickups,ICE,default-ice,2,0,2020-06,2021-11
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X4 053,Pickups,ICE,default-ice,2,0,2018-02,2021-01
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X4 080,Pickups,ICE,default-ice,2,0,2018-02,2018-03
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X4 246,Pickups,ICE,default-ice,1,0,2018-05,2018-05
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X4 521,Pickups,ICE,default-ice,2,0,2020-06,2020-07
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X4 536,Pickups,ICE,default-ice,2,0,2018-06,2019-10
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X4 608,Pickups,ICE,default-ice,1,0,2018-01,2018-01
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X4 809,Pickups,ICE,default-ice,2,0,2018-01,2018-02
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X4 887,Pickups,ICE,default-ice,8,0,2018-01,2021-06
VOLKSWAGEN,AMAROK 2.0L TDI 180 CV 4X4 CD 386,Pickups,ICE,default-ice,1,0,2018-03,2018-03
VOLKSWAGEN,AMAROK 2.0L TDI 180CV 4X2 459,Pickups,ICE,default-ice,4,0,2018-06,2019-03
VOLKSWAGEN,AMAROK 2.0L TDI 180CV 4X4 184,Pickups,ICE,default-ice,342,0,2018-01,2020-08
VOLKSWAGEN,AMAROK 2.0L TDI 180CV 4X4 222,Pickups,ICE,default-ice,6,0,2018-01,2019-01
VOLKSWAGEN,AMAROK 2.0L TDI 180CV 4X4 348,Pickups,ICE,default-ice,645,0,2018-01,2020-07
VOLKSWAGEN,AMAROK 2.0L TDI 180CV 4X4 651,Pickups,ICE,default-ice,302,0,2018-01,2020-09
VOLKSWAGEN,AMAROK 2.0L TDI 180CV 4X4 949,Pickups,ICE,default-ice,89,0,2018-01,2020-07
VOLKSWAGEN,AMAROK 2.0L TDI 4X2 1H2,Pickups,ICE,default-ice,2,0,2019-09,2025-07
VOLKSWAGEN,AMAROK 2.0L TDI 4X2 1T2,Pickups,ICE,default-ice,1,0,2018-12,2018-12
VOLKSWAGEN,AMAROK 2.0L TDI 4X2 2H2,Pickups,ICE,default-ice,1,0,2018-01,2018-01
VOLKSWAGEN,AMAROK 2.0L TDI 4X2 2P2,Pickups,ICE,default-ice,1,0,2022-06,2022-06
VOLKSWAGEN,AMAROK 2.0L TDI 4X2 2T2,Pickups,ICE,default-ice,1,0,2022-04,2022-04
VOLKSWAGEN,AMAROK 2.0L TDI 4X2 ST3,Pickups,ICE,default-ice,2,0,2018-02,2021-12
VOLKSWAGEN,AMAROK 2.0L TDI 4X4 1H0,Pickups,ICE,default-ice,1,0,2019-08,2019-08
VOLKSWAGEN,AMAROK 2.0L TDI 4X4 1H4,Pickups,ICE,default-ice,1,0,2020-09,2020-09
VOLKSWAGEN,AMAROK 2.0LTDI 140CV 4X2 254,Pickups,ICE,default-ice,16,0,2018-01,2019-04
VOLKSWAGEN,AMAROK 2.0LTDI 140CV 4X2 387,Pickups,ICE,default-ice,1,0,2020-02,2020-02
VOLKSWAGEN,AMAROK BLACK STYLE CD V6 AT 4X4,Pickups,ICE,default-ice,316,1,2023-09,2025-12
VOLKSWAGEN,AMAROK BLACK STYLE V6 3.0L 258 CV,Pickups,ICE,default-ice,537,0,2021-11,2024-06
VOLKSWAGEN,AMAROK BLACK STYLE V6 AT 4X4 G2,Pickups,ICE,default-ice,1102,603,2024-12,2026-08
VOLKSWAGEN,AMAROK BLACK STYLE V6 AT 4X4 SE G2,Pickups,ICE,default-ice,4,4,2026-08,2026-08
VOLKSWAGEN,AMAROK COMFORTLINE 4X2 2.0L TDI 180 CV,Pickups,ICE,default-ice,4107,0,2021-10,2024-09
VOLKSWAGEN,AMAROK COMFORTLINE 4X2 AUT 2.0L TDI 180 CV,Pickups,ICE,default-ice,3420,0,2021-10,2025-07
VOLKSWAGEN,AMAROK COMFORTLINE 4X4 2.0L TDI 180 CV,Pickups,ICE,default-ice,523,0,2021-11,2023-12
VOLKSWAGEN,AMAROK COMFORTLINE 4X4 AUT V6 3.0L 258 CV,Pickups,ICE,default-ice,7935,2,2021-10,2026-01
VOLKSWAGEN,AMAROK COMFORTLINE CD TDI AT 4X2,Pickups,ICE,default-ice,1518,2,2023-09,2026-02
VOLKSWAGEN,AMAROK COMFORTLINE CD TDI MT 4X2,Pickups,ICE,default-ice,1157,0,2023-09,2025-03
VOLKSWAGEN,AMAROK COMFORTLINE CD TDI MT 4X4,Pickups,ICE,default-ice,59,0,2023-12,2024-12
