period,time_interval,variant,source,BEV,PHEV,EREV,HEV,PETROL,DIESEL,OTHERS,TOTAL,notes
2019-08,monthly,HDV,DGT,0.0,0.0,0.0,8.0,1.0,1063.0,61.0,1133.0,https://www.dgt.es/microdatos/salida/2019/8/vehiculos/matriculaciones/export_mensual_mat_201908.zip
2019-09,monthly,HDV,DGT,0.0,0.0,1.0,1.0,0.0,1556.0,30.0,1588.0,https://www.dgt.es/microdatos/salida/2019/9/vehiculos/matriculaciones/export_mensual_mat_201909.zip
2019-10,monthly,HDV,DGT,0.0,0.0,0.0,6.0,0.0,3377.0,125.0,3508.0,https://www.dgt.es/microdatos/salida/2019/10/vehiculos/matriculaciones/export_mensual_mat_201910.zip
2019-11,monthly,HDV,DGT,0.0,0.0,0.0,2.0,1.0,2371.0,78.0,2452.0,https://www.dgt.es/microdatos/salida/2019/11/vehiculos/matriculaciones/export_mensual_mat_201911.zip
2019-12,monthly,HDV,DGT,0.0,0.0,0.0,2.0,0.0,1329.0,67.0,1398.0,https://www.dgt.es/microdatos/salida/2019/12/vehiculos/matriculaciones/export_mensual_mat_201912.zip
2020-01,monthly,HDV,DGT,0.0,0.0,1.0,2.0,1.0,2051.0,69.0,2124.0,https://www.dgt.es/microdatos/salida/2020/1/vehiculos/matriculaciones/export_mensual_mat_202001.zip
2020-02,monthly,HDV,DGT,0.0,0.0,0.0,1.0,1.0,1640.0,69.0,1711.0,https://www.dgt.es/microdatos/salida/2020/2/vehiculos/matriculaciones/export_mensual_mat_202002.zip
2020-03,monthly,HDV,DGT,0.0,0.0,0.0,0.0,0.0,1119.0,54.0,1173.0,https://www.dgt.es/microdatos/salida/2020/3/vehiculos/matriculaciones/export_mensual_mat_202003.zip
2020-04,monthly,HDV,DGT,0.0,0.0,0.0,1.0,1.0,817.0,13.0,832.0,https://www.dgt.es/microdatos/salida/2020/4/vehiculos/matriculaciones/export_mensual_mat_202004.zip
2020-05,monthly,HDV,DGT,0.0,0.0,0.0,1.0,0.0,860.0,26.0,887.0,https://www.dgt.es/microdatos/salida/2020/5/vehiculos/matriculaciones/export_mensual_mat_202005.zip
2020-06,monthly,HDV,DGT,1.0,0.0,0.0,12.0,0.0,1206.0,44.0,1263.0,https://www.dgt.es/microdatos/salida/2020/6/vehiculos/matriculaciones/export_mensual_mat_202006.zip
2020-07,monthly,HDV,DGT,2.0,0.0,0.0,10.0,2.0,1476.0,38.0,1528.0,https://www.dgt.es/microdatos/salida/2020/7/vehiculos/matriculaciones/export_mensual_mat_202007.zip
2020-08,monthly,HDV,DGT,2.0,0.0,0.0,10.0,1.0,1030.0,49.0,1092.0,https://www.dgt.es/microdatos/salida/2020/8/vehiculos/matriculaciones/export_mensual_mat_202008.zip
2020-09,monthly,HDV,DGT,1.0,0.0,0.0,1.0,0.0,1712.0,46.0,1760.0,https://www.dgt.es/microdatos/salida/2020/9/vehiculos/matriculaciones/export_mensual_mat_202009.zip
2020-10,monthly,HDV,DGT,1.0,0.0,0.0,1.0,1.0,2444.0,68.0,2515.0,https://www.dgt.es/microdatos/salida/2020/10/vehiculos/matriculaciones/export_mensual_mat_202010.zip
2020-11,monthly,HDV,DGT,0.0,2.0,0.0,0.0,1.0,2356.0,84.0,2443.0,https://www.dgt.es/microdatos/salida/2020/11/vehiculos/matriculaciones/export_mensual_mat_202011.zip
2020-12,monthly,HDV,DGT,0.0,0.0,0.0,0.0,0.0,1404.0,58.0,1462.0,https://www.dgt.es/microdatos/salida/2020/12/vehiculos/matriculaciones/export_mensual_mat_202012.zip
2021-01,monthly,HDV,DGT,0.0,0.0,0.0,2.0,1.0,1803.0,45.0,1851.0,https://www.dgt.es/microdatos/salida/2021/1/vehiculos/matriculaciones/export_mensual_mat_202101.zip
2021-02,monthly,HDV,DGT,1.0,0.0,0.0,0.0,1.0,1744.0,50.0,1796.0,https://www.dgt.es/microdatos/salida/2021/2/vehiculos/matriculaciones/export_mensual_mat_202102.zip
2021-03,monthly,HDV,DGT,4.0,0.0,0.0,1.0,1.0,1965.0,91.0,2062.0,https://www.dgt.es/microdatos/salida/2021/3/vehiculos/matriculaciones/export_mensual_mat_202103.zip
2021-04,monthly,HDV,DGT,1.0,0.0,0.0,0.0,0.0,1582.0,66.0,1649.0,https://www.dgt.es/microdatos/salida/2021/4/vehiculos/matriculaciones/export_mensual_mat_202104.zip
2021-05,monthly,HDV,DGT,1.0,0.0,0.0,3.0,2.0,1700.0,110.0,1816.0,https://www.dgt.es/microdatos/salida/2021/5/vehiculos/matriculaciones/export_mensual_mat_202105.zip
2021-06,monthly,HDV,DGT,1.0,0.0,0.0,0.0,0.0,1456.0,62.0,1519.0,https://www.dgt.es/microdatos/salida/2021/6/vehiculos/matriculaciones/export_mensual_mat_202106.zip
2021-07,monthly,HDV,DGT,0.0,1.0,0.0,0.0,1.0,1357.0,30.0,1389.0,https://www.dgt.es/microdatos/salida/2021/7/vehiculos/matriculaciones/export_mensual_mat_202107.zip
2021-08,monthly,HDV,DGT,2.0,0.0,0.0,0.0,0.0,967.0,41.0,1010.0,https://www.dgt.es/microdatos/salida/2021/8/vehiculos/matriculaciones/export_mensual_mat_202108.zip
2021-09,monthly,HDV,DGT,4.0,0.0,0.0,0.0,0.0,1469.0,87.0,1560.0,https://www.dgt.es/microdatos/salida/2021/9/vehiculos/matriculaciones/export_mensual_mat_202109.zip
2021-10,monthly,HDV,DGT,2.0,0.0,0.0,0.0,0.0,2287.0,96.0,2385.0,https://www.dgt.es/microdatos/salida/2021/10/vehiculos/matriculaciones/export_mensual_mat_202110.zip
2021-11,monthly,HDV,DGT,0.0,0.0,0.0,0.0,0.0,1890.0,131.0,2021.0,https://www.dgt.es/microdatos/salida/2021/11/vehiculos/matriculaciones/export_mensual_mat_202111.zip
2021-12,monthly,HDV,DGT,0.0,0.0,0.0,0.0,1.0,1434.0,55.0,1490.0,https://www.dgt.es/microdatos/salida/2021/12/vehiculos/matriculaciones/export_mensual_mat_202112.zip
2022-01,monthly,HDV,DGT,1.0,0.0,0.0,0.0,0.0,2057.0,75.0,2133.0,https://www.dgt.es/microdatos/salida/2022/1/vehiculos/matriculaciones/export_mensual_mat_202201.zip
2022-02,monthly,HDV,DGT,2.0,2.0,0.0,0.0,1.0,1321.0,49.0,1375.0,https://www.dgt.es/microdatos/salida/2022/2/vehiculos/matriculaciones/export_mensual_mat_202202.zip
2022-03,monthly,HDV,DGT,1.0,0.0,0.0,0.0,1.0,1935.0,41.0,1978.0,https://www.dgt.es/microdatos/salida/2022/3/vehiculos/matriculaciones/export_mensual_mat_202203.zip
2022-04,monthly,HDV,DGT,2.0,0.0,0.0,0.0,0.0,1617.0,47.0,1666.0,https://www.dgt.es/microdatos/salida/2022/4/vehiculos/matriculaciones/export_mensual_mat_202204.zip
2022-05,monthly,HDV,DGT,7.0,0.0,0.0,0.0,0.0,1675.0,68.0,1750.0,https://www.dgt.es/microdatos/salida/2022/5/vehiculos/matriculaciones/export_mensual_mat_202205.zip
2022-06,monthly,HDV,DGT,5.0,0.0,0.0,0.0,0.0,1813.0,107.0,1925.0,https://www.dgt.es/microdatos/salida/2022/6/vehiculos/matriculaciones/export_mensual_mat_202206.zip
2022-07,monthly,HDV,DGT,14.0,0.0,0.0,0.0,1.0,1606.0,91.0,1712.0,https://www.dgt.es/microdatos/salida/2022/7/vehiculos/matriculaciones/export_mensual_mat_202207.zip
2022-08,monthly,HDV,DGT,14.0,0.0,0.0,0.0,0.0,1228.0,63.0,1305.0,https://www.dgt.es/microdatos/salida/2022/8/vehiculos/matriculaciones/export_mensual_mat_202208.zip
2022-09,monthly,HDV,DGT,40.0,0.0,0.0,0.0,1.0,1778.0,95.0,1914.0,https://www.dgt.es/microdatos/salida/2022/9/vehiculos/matriculaciones/export_mensual_mat_202209.zip
2022-10,monthly,HDV,DGT,19.0,0.0,0.0,0.0,0.0,2416.0,129.0,2564.0,https://www.dgt.es/microdatos/salida/2022/10/vehiculos/matriculaciones/export_mensual_mat_202210.zip
