period,time_interval,variant,source,BEV,PHEV,EREV,HEV,PETROL,DIESEL,OTHERS,TOTAL,notes
2021-10,monthly,Buses,DGT,0.0,0.0,0.0,26.0,0.0,95.0,45.0,166.0,https://www.dgt.es/microdatos/salida/2021/10/vehiculos/matriculaciones/export_mensual_mat_202110.zip
2021-11,monthly,Buses,DGT,0.0,0.0,0.0,37.0,0.0,123.0,86.0,246.0,https://www.dgt.es/microdatos/salida/2021/11/vehiculos/matriculaciones/export_mensual_mat_202111.zip
2021-12,monthly,Buses,DGT,32.0,0.0,0.0,8.0,0.0,66.0,72.0,178.0,https://www.dgt.es/microdatos/salida/2021/12/vehiculos/matriculaciones/export_mensual_mat_202112.zip
2022-01,monthly,Buses,DGT,2.0,0.0,0.0,12.0,0.0,112.0,28.0,154.0,https://www.dgt.es/microdatos/salida/2022/1/vehiculos/matriculaciones/export_mensual_mat_202201.zip
2022-02,monthly,Buses,DGT,0.0,0.0,0.0,9.0,0.0,109.0,36.0,154.0,https://www.dgt.es/microdatos/salida/2022/2/vehiculos/matriculaciones/export_mensual_mat_202202.zip
2022-03,monthly,Buses,DGT,21.0,0.0,0.0,19.0,0.0,172.0,54.0,266.0,https://www.dgt.es/microdatos/salida/2022/3/vehiculos/matriculaciones/export_mensual_mat_202203.zip
2022-04,monthly,Buses,DGT,1.0,0.0,0.0,70.0,0.0,77.0,55.0,203.0,https://www.dgt.es/microdatos/salida/2022/4/vehiculos/matriculaciones/export_mensual_mat_202204.zip
2022-05,monthly,Buses,DGT,3.0,0.0,0.0,19.0,0.0,123.0,25.0,170.0,https://www.dgt.es/microdatos/salida/2022/5/vehiculos/matriculaciones/export_mensual_mat_202205.zip
2022-06,monthly,Buses,DGT,7.0,0.0,0.0,9.0,0.0,96.0,61.0,173.0,https://www.dgt.es/microdatos/salida/2022/6/vehiculos/matriculaciones/export_mensual_mat_202206.zip
2022-07,monthly,Buses,DGT,12.0,0.0,0.0,26.0,0.0,61.0,23.0,122.0,https://www.dgt.es/microdatos/salida/2022/7/vehiculos/matriculaciones/export_mensual_mat_202207.zip
2022-08,monthly,Buses,DGT,32.0,0.0,0.0,14.0,0.0,44.0,12.0,102.0,https://www.dgt.es/microdatos/salida/2022/8/vehiculos/matriculaciones/export_mensual_mat_202208.zip
2022-09,monthly,Buses,DGT,26.0,0.0,0.0,8.0,0.0,342.0,30.0,406.0,https://www.dgt.es/microdatos/salida/2022/9/vehiculos/matriculaciones/export_mensual_mat_202209.zip
2022-10,monthly,Buses,DGT,11.0,0.0,0.0,34.0,0.0,132.0,30.0,207.0,https://www.dgt.es/microdatos/salida/2022/10/vehiculos/matriculaciones/export_mensual_mat_202210.zip
2022-11,monthly,Buses,DGT,6.0,0.0,0.0,4.0,0.0,131.0,37.0,178.0,https://www.dgt.es/microdatos/salida/2022/11/vehiculos/matriculaciones/export_mensual_mat_202211.zip
2022-12,monthly,Buses,DGT,20.0,1.0,0.0,107.0,0.0,135.0,18.0,281.0,https://www.dgt.es/microdatos/salida/2022/12/vehiculos/matriculaciones/export_mensual_mat_202212.zip
2023-01,monthly,Buses,DGT,39.0,0.0,0.0,43.0,0.0,181.0,27.0,290.0,https://www.dgt.es/microdatos/salida/2023/1/vehiculos/matriculaciones/export_mensual_mat_202301.zip
2023-02,monthly,Buses,DGT,22.0,2.0,0.0,61.0,0.0,113.0,28.0,226.0,https://www.dgt.es/microdatos/salida/2023/2/vehiculos/matriculaciones/export_mensual_mat_202302.zip
2023-03,monthly,Buses,DGT,53.0,20.0,0.0,101.0,0.0,207.0,68.0,449.0,https://www.dgt.es/microdatos/salida/2023/3/vehiculos/matriculaciones/export_mensual_mat_202303.zip
2023-04,monthly,Buses,DGT,63.0,0.0,0.0,78.0,0.0,110.0,27.0,278.0,https://www.dgt.es/microdatos/salida/2023/4/vehiculos/matriculaciones/export_mensual_mat_202304.zip
2023-05,monthly,Buses,DGT,24.0,0.0,0.0,71.0,0.0,166.0,4.0,265.0,https://www.dgt.es/microdatos/salida/2023/5/vehiculos/matriculaciones/export_mensual_mat_202305.zip
2023-06,monthly,Buses,DGT,68.0,0.0,0.0,53.0,0.0,184.0,2.0,307.0,https://www.dgt.es/microdatos/salida/2023/6/vehiculos/matriculaciones/export_mensual_mat_202306.zip
2023-07,monthly,Buses,DGT,35.0,0.0,0.0,92.0,0.0,55.0,0.0,182.0,https://www.dgt.es/microdatos/salida/2023/7/vehiculos/matriculaciones/export_mensual_mat_202307.zip
2023-08,monthly,Buses,DGT,17.0,0.0,0.0,32.0,0.0,50.0,2.0,101.0,https://www.dgt.es/microdatos/salida/2023/8/vehiculos/matriculaciones/export_mensual_mat_202308.zip
2023-09,monthly,Buses,DGT,17.0,0.0,0.0,65.0,0.0,282.0,8.0,372.0,https://www.dgt.es/microdatos/salida/2023/9/vehiculos/matriculaciones/export_mensual_mat_202309.zip
2023-10,monthly,Buses,DGT,13.0,0.0,0.0,57.0,0.0,136.0,3.0,209.0,https://www.dgt.es/microdatos/salida/2023/10/vehiculos/matriculaciones/export_mensual_mat_202310.zip
